Text1,Text2,Similarity
"Automatic generation of video descriptions in natural language, also called video captioning, aims to understand the visual content of the video and produce a natural language sentence depicting the objects and actions in the scene. This challenging integrated vision and language problem, however, has been predominantly addressed for English. The lack of data and the linguistic properties of other languages limit the success of existing approaches for such languages. In this paper we target Turkish, a morphologically rich and agglutinative language that has very different properties compared to English. To do so, we create the first large scale video captioning dataset for this language by carefully translating the English descriptions of the videos in the MSVD (Microsoft Research Video Description Corpus) dataset into Turkish. In addition to enabling research in video captioning in Turkish, the parallel English-Turkish descriptions also enables the study of the role of video context in (multimodal) machine translation. In our experiments, we build models for both video captioning and multimodal machine translation and investigate the effect of different word segmentation approaches and different neural architectures to better address the properties of Turkish. We hope that the MSVDTurkish dataset and the results reported in this work will lead to better video captioning and multimodal machine translation models for Turkish and other morphology rich and agglutinative languages.","The task of automatically generating natural language descriptions for videos, also known as video captioning, requires understanding the visual elements of the video and expressing them in a language. This integrated vision and language problem has mainly been studied in English, however, due to lack of data and the linguistic characteristics of other languages, existing approaches are not effective. In this paper, we focus on Turkish, an agglutinative language with distinct properties than English. To do this, we create the first large-scale video captioning dataset for Turkish by translating the English descriptions of the MSVD (Microsoft Research Video Description Corpus) dataset into Turkish. This dataset can be used to research video captioning in Turkish, as well as the role of video context in (multimodal) machine translation. We experiment with different word segmentation approaches and neural architectures to address the properties of Turkish and build models for both video captioning and multimodal machine translation. The MSVDTurkish dataset and results from this work can be used to improve video captioning and multimodal machine translation models for Turkish and other agglutinative languages.",1
"Humans are able to perceive, understand and reason about causal events. Developing models with similar physical and causal understanding capabilities is a long-standing goal of artificial intelligence. As a step towards this direction, we introduce CRAFT1 , a new video question answering dataset that requires causal reasoning about physical forces and object interactions. It contains 58K video and question pairs that are generated from 10K videos from 20 different virtual environments, containing various objects in motion that interact with each other and the scene. Two question categories in CRAFT include previously studied descriptive and counterfactual questions. Additionally, inspired by the Force Dynamics Theory in cognitive linguistics, we introduce a new causal question category that involves understanding the causal interactions between objects through notions like cause, enable, and prevent. Our results show that even though the questions in CRAFT are easy for humans, the tested baseline models, including existing state-of-the-art methods, do not yet deal with the challenges posed in our benchmark.","Humans possess the capacity to identify, interpret and reason about causes and effects. Developing AI models with comparable physical and causal comprehension abilities is a long-held aspiration. To take a step towards this objective, we introduce CRAFT1 - a novel video question answering dataset that necessitates reasoning regarding physical forces and object interactions. It comprises of 58K video and question pairs generated from 10K videos from 20 virtual settings with various objects in motion that interact with each other and their environment. CRAFT comprises two question categories previously studied, as well as a novel causal question type inspired by the Force Dynamics Theory in cognitive linguistics, involving understanding the causal relationships between objects through concepts such as cause, enable and prevent. Our results demonstrate that even though humans find the questions in CRAFT straightforward, the evaluated baseline models, including existing state-of-the-art methods, are yet to address the difficulties presented in our benchmark.",1
"In recent years, graph neural networks have been successfully applied for learning the dynamics of complex and partially observable physical systems. However, their use in the robotics domain is, to date, still limited. In this paper, we introduce Belief Regulated Dual Propagation Networks (BRDPN), a general-purpose learnable physics engine, which enables a robot to predict the effects of its actions in scenes containing groups of articulated multi-part objects. Specifically, our framework extends recently proposed propagation networks (PropNets) and consists of two complementary components, a physics predictor and a belief regulator. While the former predicts the future states of the object(s) manipulated by the robot, the latter constantly corrects the robot’s knowledge regarding the objects and their relations. Our results showed that after training in a simulator, the robot can reliably predict the consequences of its actions in object trajectory level and exploit its own interaction experience to correct its belief about the state of the environment, enabling better predictions in partially observable environments. Furthermore, the trained model was transferred to the real world and verified in predicting trajectories of pushed interacting objects whose joint relations were initially unknown. We compared BRDPN against PropNets, and showed that BRDPN performs consistently well. Moreover, BRDPN can adapt its physic predictions, since the relations can be predicted online. ","Graph neural networks have been employed to comprehend the dynamics of intricate and partially observable physical systems in recent years, yet their use in robotics is still scant. In this paper, we introduce Belief Regulated Dual Propagation Networks (BRDPN), a general-purpose learnable physics engine which allows robots to anticipate the outcomes of their actions in scenes containing multiple connected parts. Our framework develops upon recently proposed Propagation Networks (PropNets) and consists of two distinct components, a physics predictor and a belief regulator. The former forecasts the future states of the objects controlled by the robot, while the latter regularly adjusts the robot's understanding of the objects and their interactions. Our results demonstrated that after training in a simulator, the robot can dependably foresee the results of its actions in object trajectory level and take advantage of its own interaction experience to modify its belief about the state of the environment, allowing for better predictions in partially observable settings. Additionally, the trained model was transferred to the real world and confirmed in predicting trajectories of interacting objects whose joint relations were initially unknown. We compared BRDPN with PropNets, and demonstrated that BRDPN performs reliably well. Moreover, BRDPN is able to adapt its physic predictions, as the relations can be calculated online.",1
"In recent years, many computational models for saliency prediction have been introduced. For dynamic scenes, the existing models typically combine different feature maps extracted from spatial and temporal domains either by following generic integration strategies such as averaging or winners take all or using machine learning techniques to set each feature’s importance. Rather than resorting to these fixed feature integration schemes, in this paper, we propose a novel weakly supervised dynamic saliency model called HedgeSal, which is based on a decision-theoretic online learning scheme. Our framework uses two pretrained deep static saliency models as experts to extract individual saliency maps from appearance and motion streams, and then generates the final saliency map by weighted decisions of all these models. As visual characteristics of dynamic scenes constantly vary, the models providing consistently good predictions in the past are automatically assigned higher weights, allowing each expert to adjust itself to the current conditions. We demonstrate the effectiveness of our model on the CRCNS, UCFSports and CITIUS datasets.","In recent years, a novel weakly supervised dynamic saliency model, called HedgeSal, has been proposed. It is based on a decision-theoretic online learning scheme, which uses two pretrained deep static saliency models as experts to extract individual saliency maps from appearance and motion streams, and then generates the final saliency map by weighted decisions of all these models. Rather than employing generic integration strategies such as averaging or winners take all or using machine learning techniques to set each feature’s importance, this framework allows each expert to adjust itself to the current conditions by assigning higher weights to the models providing consistently good predictions in the past. The effectiveness of the model has been demonstrated on the CRCNS, UCFSports and CITIUS datasets.",1
"In recent years, deep learning methods have come to the forefront in many areas that require remote sensing, from medicine to agriculture, from defense industry to space research; and these methods have achieved tremendous success as compared to traditional methods. Together with substantial growth in available data with high-quality labels and computational resources, these deep neural network architectures and techniques have seen remarkable developments. The major difference between deep learning and classical recognition methods is that deep learning methods consider an end-to-end learning scheme which gives rise to learning features from raw data. Better regularization techniques and robust optimization algorithms introduced with state-of-the-art deep learning models are other factors leading this difference. In this paper, we discuss the remote sensing problems and how deep learning can be used to solve these problems with a special focus on medical and remote sensing applications. In particular, we briefly review outperforming architectures within the deep learning literature and their use cases. ","In recent years, deep learning methods have been very successful in remote sensing applications such as medicine, agriculture, defense industry and space research, compared to traditional methods. The cause for this is due to the growth in available data with labels, along with computational resources. These deep neural network architectures and techniques have seen remarkable developments, due to the end-to-end learning scheme which allows for learning from raw data. Furthermore, improved regularization techniques and optimization algorithms in the state-of-the-art deep learning models are another contributing factor. In this paper, we discuss how deep learning can be used to solve remote sensing problems, with a focus on medical and remote sensing applications. We also review architectures within the deep learning literature and their respective use cases.",1
"In this study, we explore building a two-stage framework for enabling users to directly manipulate high-level attributes of a natural scene. The key to our approach is a deep generative network that can hallucinate images of a scene as if they were taken in a different season (e.g., during winter), weather condition (e.g., on a cloudy day), or at a different time of the day (e.g., at sunset). Once the scene is hallucinated with the given attributes, the corresponding look is then transferred to the input image while preserving the semantic details intact, giving a photo-realistic manipulation result. As the proposed framework hallucinates what the scene will look like, it does not require any reference style image as commonly utilized in most of the appearance or style transfer approaches. Moreover, it allows to simultaneously manipulate a given scene according to a diverse set of transient attributes within a single model, eliminating the need of training multiple networks per each translation task. Our comprehensive set of qualitative and quantitative results demonstrates the effectiveness of our approach against the competing methods.","This study proposes a two-stage framework to allow users to manipulate high-level attributes of a natural scene. A deep generative network is used to hallucinate images of the scene in different seasons, weather conditions, and times of day. The corresponding look is then transferred to the input image while preserving semantic details, creating a photo-realistic manipulation result. The framework does not require any reference style image, and enables simultaneous manipulation of a scene according to a diverse set of transient attributes within a single model, eliminating the need for multiple networks per task. Comprehensive qualitative and quantitative results demonstrate the effectiveness of the approach.",1
"In this paper, we address the problem of learning to summarize personal photo albums. That is, given a photo album, we aim to select a small set of representative images from the album so that the extracted summary captures most of the story that is being told through the images. More specifically, we extend a recently proposed recurrent neural network based framework by employing a more effective way to represent images and, more importantly, adding a diversity term to the main objective. Our diversity term is based on the idea of jointly training a discriminator network to evaluate the diversity of the selected images. This alleviates the issue of selecting near-duplicate or semantically similar images, which is the primary shortcoming of the base approach. The experimental results show that our improved model produces better or comparable summaries, providing a good balance between quality and diversity. ","Addressing the problem of summarizing personal photo albums, this paper proposes an extension of a recurrent neural network-based framework. A more effective way of representing images is employed, and a diversity term is added to the main objective. This term is based on a discriminator network evaluating the diversity of the chosen images. The improved model produces better or equal summaries, offering a good balance between quality and diversity, while avoiding the issue of selecting near-duplicate or semantically similar images.",1
"This paper addresses the problem of comprehending procedural commonsense knowledge. This is a challenging task as it requires identifying key entities, keeping track of their state changes, and understanding temporal and causal relations. Contrary to most of the previous work, in this study, we do not rely on strong inductive bias and explore the question of how multimodality can be exploited to provide a complementary semantic signal. Towards this end, we introduce a new entity-aware neural comprehension model augmented with external relational memory units. Our model learns to dynamically update entity states in relation to each other while reading the text instructions. Our experimental analysis on the visual reasoning tasks in the recently proposed RecipeQA dataset reveals that our approach improves the accuracy of the previously reported models by a large margin. Moreover, we find that our model learns effective dynamic representations of entities even though we do not use any supervision at the level of entity states.1","Addressing the difficult task of understanding procedural commonsense knowledge, this paper investigates how multimodality can be utilized to supply a semantic signal. We introduce an entity-aware neural comprehension model with external relational memory units to dynamically update entity states as the text instructions are read. Results from the RecipeQA dataset indicate that our model significantly surpasses the accuracy of prior models. Furthermore, our model learns dynamic entity representations without any state supervision.",1
"Acquiring images of the same anatomy with multiple different contrasts increases the diversity of diagnostic information available in an MR exam. Yet, the scan time limitations may prohibit the acquisition of certain contrasts, and some contrasts may be corrupted by noise and artifacts. In such cases, the ability to synthesize unacquired or corrupted contrasts can improve diagnostic utility. For multi-contrast synthesis, the current methods learn a nonlinear intensity transformation between the source and target images, either via nonlinear regression or deterministic neural networks. These methods can, in turn, suffer from the loss of structural details in synthesized images. Here, in this paper, we propose a new approach for multi-contrast MRI synthesis based on conditional generative adversarial networks. The proposed approach preserves intermediate-to-high frequency details via an adversarial loss, and it offers enhanced synthesis performance via pixel-wise and perceptual losses for registered multi-contrast images and a cycle-consistency loss for unregistered images. Information from neighboring cross-sections are utilized to further improve synthesis quality. Demonstrations on T1 - and T2- weighted images from healthy subjects and patients clearly indicate the superior performance of the proposed approach compared to the previous state-of-the-art methods. Our synthesis approach can help improve the quality and versatility of the multi-contrast MRI exams without the need for prolonged or repeated examinations.","Obtaining images of the same anatomy with numerous different contrasts increases the variety of diagnostic data available in an MR exam. However, scan time restrictions may hinder the acquisition of certain contrasts, and some contrasts may be impaired by noise and artifacts. In such scenarios, the capacity to synthesize unacquired or corrupted contrasts can enhance diagnostic utility. For multi-contrast synthesis, current methods learn a nonlinear intensity transformation between source and target images, either via nonlinear regression or deterministic neural networks. These methods may, however, lead to the loss of structural details in synthesized images. This paper presents a new approach for multi-contrast MRI synthesis based on conditional generative adversarial networks. The proposed approach preserves intermediate-to-high frequency details via an adversarial loss, and it provides improved synthesis performance via pixel-wise and perceptual losses for registered multi-contrast images and a cycle-consistency loss for unregistered images. Utilizing information from neighboring cross-sections can further enhance synthesis quality. Demonstrations on T1 - and T2- weighted images from healthy subjects and patients demonstrate the superior performance of the proposed approach compared to the previous state-of-the-art methods. Our synthesis approach can help improve the quality and versatility of the multi-contrast MRI exams without the need for prolonged or repeated examinations.",1
"Understanding and reasoning about cooking recipes is a fruitful research direction towards enabling machines to interpret procedural text. In this work, we introduce RecipeQA, a dataset for multimodal comprehension of cooking recipes. It comprises of approximately 20K instructional recipes with multiple modalities such as titles, descriptions and aligned set of images. With over 36K automatically generated question-answer pairs, we design a set of comprehension and reasoning tasks that require joint understanding of images and text, capturing the temporal flow of events and making sense of procedural knowledge. Our preliminary results indicate that RecipeQA will serve as a challenging test bed and an ideal benchmark for evaluating machine comprehension systems.","We present RecipeQA, a dataset for machines to comprehend cooking recipes, comprising of around 20K instructional recipes with titles, descriptions, images and 36K generated Q&A pairs. Tasks set up require joint comprehension of images and text, accounting for temporal flow and knowledge of procedures. Early results suggest RecipeQA will be a demanding test bed and benchmark to assess machine comprehension systems.",1
"Developing techniques for editing an outfit image through natural sentences and accordingly generating new outfits has promising applications for art, fashion and design. However, it is considered as a certainly challenging task since image manipulation should be carried out only on the relevant parts of the image while keeping the remaining sections untouched. Moreover, this manipulation process should generate an image that is as realistic as possible. In this work, we propose FiLMedGAN, which leverages feature-wise linear modulation (FiLM) to relate and transform visual features with natural language representations without using extra spatial information. Our experiments demonstrate that this approach, when combined with skip connections and total variation regularization, produces more plausible results than the baseline work, and has a better localization capability when generating new outfits consistent with the target description.","Generating new outfits from an image via natural language commands is a difficult task, as it necessitates modification of only certain parts of the image while leaving the rest intact, and creating an image that looks realistic. We introduce FiLMedGAN, which couples feature-wise linear modulation (FiLM) to link visual features with language descriptions, and does not require additional spatial information. Our experiments prove that, when combined with skip connections and total variation regularization, FiLMedGAN produces more convincing results than the baseline work, and has a superior ability to localize new outfits in accordance with the specified description.",1
"Moving object detection is an imperative task in computer vision, where it is primarily used for surveillance applications. With the increasing availability of low-altitude aerial vehicles, new challenges for moving object detection have surfaced, both for academia and industry. In this paper, we propose a new approach that can detect moving objects efficiently and handle parallax cases. By introducing sparse flow based parallax handling and downscale processing, we push the boundaries of real-time performance with 16 FPS on limited embedded resources (a five-fold improvement over existing baselines), while managing to perform comparably or even improve the state-of-the-art in two different datasets. We also present a roadmap for extending our approach to exploit multi-modal data in order to mitigate the need for parameter tuning.","Moving object detection is a significant task in computer vision, particularly for surveillance purposes. The rise of low-altitude aerial vehicles has presented new difficulties for moving object detection for both industry and academia. This paper suggests a novel technique to detect moving objects competently and handle parallax cases. Sparse flow based parallax handling and downscale processing are used to reach real-time performance at 16 FPS on limited embedded resources (five times better than existing baselines), while still performing similarly or even better than the current state-of-the-art on two different datasets. Additionally, a plan is proposed to expand the approach to make use of multi-modal data in order to reduce the requirement for parameter tuning.",1
"Computational saliency models for still images have gained significant popularity in recent years. Saliency prediction from videos, on the other hand, has received relatively little interest from the community. Motivated by this, in this paper, we study the use of deep learning for dynamic saliency prediction and propose the so-called spatio-temporal saliency networks. The key to our models is the architecture of two-stream networks where we investigate different fusion mechanisms to integrate spatial and temporal information. We evaluate our models on the dynamic images and eye movements and University of Central Florida-Sports datasets and present highly competitive results against the existing state-of-the-art models. We also carry out some experiments on a number of still images from the MIT300 dataset by exploiting the optical flow maps predicted from these images. Our results show that considering inherent motion information in this way can be helpful for static saliency estimation.","The utilization of deep learning for dynamic saliency prediction has recently been neglected by the community, despite computational saliency models for still images being increasingly popular. We therefore introduce the spatio-temporal saliency networks, which utilize a two-stream network architecture and investigate different fusion mechanisms to combine spatial and temporal information. These models are evaluated on dynamic images and eye movements, as well as the University of Central Florida-Sports dataset, yielding highly competitive results compared to the current state-of-the-art models. Experiments on the MIT300 dataset with optical flow maps predicted from these images demonstrate that considering motion information can improve static saliency estimation.",1
" In the past few years, automatically generating descriptions for images has attracted a lot of attention in computer vision and natural language processing research. Among the existing approaches, data-driven methods have been proven to be highly effective. These methods compare the given image against a large set of training images to determine a set of relevant images, then generate a description using the associated captions. In this study, the authors propose to integrate an objectbased semantic image representation into a deep features-based retrieval framework to select the relevant images. Moreover, they present a novel phrase selection paradigm and a sentence generation model which depends on a joint analysis of salient regions in the input and retrieved images within a clustering framework. The authors demonstrate the effectiveness of their proposed approach on Flickr8K and Flickr30K benchmark datasets and show that their model gives highly competitive results compared with the state-of-the-art models","Recently, the task of automatically generating descriptions for images has gained much interest in computer vision and natural language processing. Data-driven methods, which compare the given image to a set of training images to identify relevant images and generate descriptions based on the associated captions, have been shown to be successful. This study introduces an object-based semantic image representation into a deep features-based retrieval framework to select the relevant images. Additionally, a novel phrase selection paradigm and sentence generation model is proposed which performs a joint analysis of salient regions in the input and retrieved images within a clustering framework. The effectiveness of this approach was tested on the Flickr8K and Flickr30K benchmark datasets, and was found to give highly competitive results compared to the state-of-the-art models.",1
"In this paper, we present a new sampling-based alpha matting approach for the accurate estimation of foreground and background layers of an image. Previous samplingbased methods typically rely on certain heuristics in collecting representative samples from known regions, and thus their performance deteriorates if the underlying assumptions are not satisfied. To alleviate this, we take an entirely new approach and formulate sampling as a sparse subset selection problem where we propose to pick a small set of candidate samples that best explains the unknown pixels. Moreover, we describe a new dissimilarity measure for comparing two samples which is based on KL-divergence between the distributions of features extracted in the vicinity of the samples. The proposed framework is general and could be easily extended to video matting by additionally taking temporal information into account in the sampling process. Evaluation on standard benchmark data sets for image and video matting demonstrates that our approach provides more accurate results compared with the state-of-the-art methods.","We propose a sampling-based alpha matting approach to accurately estimate foreground and background layers of an image. Existing sampling-based methods depend on heuristics to gather samples from known regions, and thus, are not reliable if the assumptions are not met. To resolve this, we address sampling as a sparse subset selection issue and suggest a small set of candidate samples to explain unknown pixels. Furthermore, we introduce a dissimilarity measure based on KL-divergence between distributions of features around the samples. Our framework is versatile and can be extended to video matting by taking temporal information into account in the sampling process. Evaluation on standard benchmarks for image and video matting shows that our approach provides more precise results compared to existing methods.",1
"With the growing interest in computational models of visual attention, saliency prediction has become an important research topic in computer vision. Over the past years, many different successful saliency models have been proposed especially for image saliency prediction. However, these models generally do not consider the dynamic nature of the scenes, and hence, they work better on static images. To date, there has been relatively little work on dynamic saliency that deals with predicting where humans look at videos. In addition, previous studies showed that how the feature integration is carried out is very crucial for more accurate results. Yet, many dynamic saliency models follow a similar simple design and extract separate spatial and temporal saliency maps which are then integrated together to obtain the final saliency map. In this paper, we present a comparative study for different feature integration strategies in dynamic saliency estimation. We employ a number of low and high-level visual features such as static saliency, motion, faces, humans and text, some of which have not been previously used in dynamic saliency estimation. In order to explore the strength of feature integration strategies, we investigate four learning-based (SVM, Gradient Boosting, NNLS, Random Forest) and two transformation- based (Mean, Max) fusion methods, resulting in six new dynamic saliency models. Our experimental analysis on two different dynamic saliency benchmark datasets reveal that our models achieve better performance than the individual features. In addition, our learning-based models outperform the state-of-the-art dynamic saliency models.","Interest in computational models of visual attention has increased, leading to the importance of saliency prediction in computer vision. Over recent years, many successful saliency models for image saliency prediction have been proposed, yet they do not take into account dynamic scenes. Little research has been done on dynamic saliency with regards to predicting where humans look in videos. It has been shown that how feature integration is carried out is critical for more accurate results, yet many dynamic saliency models employ a simple design which extracts separate spatial and temporal saliency maps which are integrated together to form the final saliency map. This paper presents a comparative study of different feature integration strategies in dynamic saliency estimation. Low and high-level visual features such as static saliency, motion, faces, humans and text (some of which have not been used in dynamic saliency estimation before) are employed. To explore the strength of feature integration strategies, six new dynamic saliency models are created, based on four learning-based (SVM, Gradient Boosting, NNLS, Random Forest) and two transformation-based (Mean, Max) fusion methods. Experimental analysis on two different dynamic saliency benchmark datasets shows that our models outperform individual features, and that our learning-based models are better than the state-of-the-art dynamic saliency models.",1
"Moving Object Detection is one of the integral tasks for aerial reconnaissance and surveillance applications. Despite the problem’s rising potential due to increasing availability of unmanned aerial vehicles, moving object detection suffers from a lack of widely-accepted, correctly labelled dataset that would facilitate a robust evaluation of the techniques published by the community. Towards this end, we compile a new dataset by manually annotating several sequences from VIVID and UAV123 datasets for moving object detection. We also propose a feature-based, efficient pipeline that is optimized for near real-time performance on GPU-based embedded SoMs (system on module). We evaluate our pipeline on this extended dataset for low altitude moving object detection. Ground-truth annotations are made publicly available to the community to foster further research in moving object detection field. ","Moving Object Detection is essential for aerial reconnaissance and surveillance. However, a lack of labelled datasets hinders the evaluation of techniques proposed by the community. We compile a new dataset, manually annotating sequences from VIVID and UAV123 datasets. We also present a feature-based, efficient pipeline optimized for near real-time performance on GPU-based embedded SoMs. Our pipeline is evaluated on the extended dataset for low altitude moving object detection. We make the ground-truth annotations publicly available to further research in the field.",1
"The task of generating natural language descriptions from images has received a lot of attention in recent years. Consequently, it is becoming increasingly important to evaluate such image captioning approaches in an automatic manner. In this paper, we provide an in-depth evaluation of the existing image captioning metrics through a series of carefully designed experiments. Moreover, we explore the utilization of the recently proposed Word Mover’s Distance (WMD) document metric for the purpose of image captioning. Our findings outline the differences and/or similarities between metrics and their relative robustness by means of extensive correlation, accuracy and distraction based evaluations. Our results also demonstrate that WMD provides strong advantages over other metrics.","Recently, there has been a great deal of interest in the task of generating natural language descriptions from images. Therefore, it is becoming essential to automatically assess such image captioning approaches. This paper provides a thorough assessment of existing image captioning metrics through experiments designed carefully. Additionally, we investigate the utilization of the recently developed Word Mover's Distance (WMD) document metric for image captioning. Our findings demonstrate the differences and/or similarities between metrics, their relative robustness via extensive correlation, accuracy and distraction-based evaluations. Furthermore, our results demonstrate that WMD offers considerable benefits compared to other metrics.",1
"Existing computational models of visual attention generally employ simple image features such as color, intensity or orientation to generate a saliency map which highlights the image parts that attract human attention. Interestingly, most of these models do not process any depth information and operate only on standard two-dimensional RGB images. On the other hand, depth processing through stereo vision is a key characteristics of the human visual system. In line with this observation, in this study, we propose to extend two state-of-the-art static saliency models that depend on region covariances to process additional depth information available in RGB-D images. We evaluate our proposed models on NUS-3D benchmark dataset by taking into account different evaluation metrics. Our results reveal that using the additional depth information improves the saliency prediction in a statistically significant manner, giving more accurate saliency maps.  ","Computational models of visual attention generally utilize basic image components like color, intensity, and orientation to create a saliency map which shows the image parts that attract human attention. Most of these models don't take into account depth info, instead just analyzing standard 2D RGB images. This study proposes to modify two state-of-the-art static saliency models that depend on region covariances to include depth info from RGB-D images. Evaluation on NUS-3D benchmark dataset via different metrics demonstrates that using the additional depth info enhances saliency prediction in a statistically significant way, producing more precise saliency maps.",1
"Automatic image synthesis research has been rapidly growing with deep networks getting more and more expressive. In the last couple of years, we have observed images of digits, indoor scenes, birds, chairs, etc. being automatically generated. The expressive power of image generators have also been enhanced by introducing several forms of conditioning variables such as object names, sentences, bounding box and key-point locations. In this work, we propose a novel deep conditional generative adversarial network architecture that takes its strength from the semantic layout and scene attributes integrated as conditioning variables. We show that our architecture is able to generate realistic outdoor scene images under different conditions, e.g. daynight, sunny-foggy, with clear object boundaries. ","Research into automatic image synthesis has been advancing rapidly, with deep networks becoming increasingly expressive. In the past few years, we have seen images of digits, indoor scenes, birds, chairs etc. automatically generated, and their expressive power boosted by incorporating various conditioning variables, e.g. object names, sentences, bounding boxes and key-point locations. Here, we introduce a novel deep conditional generative adversarial network architecture that harnesses semantic layout and scene attributes as conditioning variables. We demonstrate that this architecture is able to produce realistic outdoor scene images in different conditions, such as day/night, sunny/foggy, with distinct object outlines.",1
"In this study, we explore whether the captions in the wild can boost the performance of object detection in images. Captions that accompany images usually provide significant information about the visual content of the image, making them an important resource for image understanding. However, captions in the wild are likely to include numerous types of noises which can hurt visual estimation. In this paper, we propose data-driven methods to deal with the noisy captions and utilize them to improve object detection. We show how a pre-trained state-of-theart object detector can take advantage of noisy captions. Our experiments demonstrate that captions provide promising cues about the visual content of the images and can aid in improving object detection.","This study examines if captions in the wild can enhance object detection in images. Such captions usually give important details about the image's visual content, thus being a vital resource for image comprehension. But, captions in the wild could include various types of noise which can affect visual estimation. To counter this, data-driven methods were proposed to manage noisy captions and make use of them to improve object detection. The paper shows how a pre-trained, state-of-the-art object detector can benefit from noisy captions. Experiments illustrate that captions offer promising clues about the visual content of the images and can help in boosting object detection.",1
"In recent years, visual saliency estimation in images has attracted much attention in the computer vision community. However, predicting saliency in videos has received relatively little attention. Inspired by the recent success of deep convolutional neural networks based static saliency models, in this work, we study two different two-stream convolutional networks for dynamic saliency prediction. To improve the generalization capability of our models, we also introduce a novel, empirically grounded data augmentation technique for this task. We test our models on DIEM dataset and report superior results against the existing models. Moreover, we perform transfer learning experiments on SALICON, a recently proposed static saliency dataset, by finetuning our models on the optical flows estimated from static images. Our experiments show that taking motion into account in this way can be helpful for static saliency estimation. ","Recent research in the computer vision community has focused on estimating visual saliency in images. However, predicting saliency in videos has not been widely explored. This work examines two two-stream convolutional networks for dynamic saliency prediction, utilizing a novel data augmentation technique to enhance the models' generalization capability. Tests on the DIEM dataset reveal the models' superiority over existing models. Additionally, transfer learning experiments on the static saliency dataset SALICON, with the models fine-tuned on optical flows estimated from static images, demonstrate that motion consideration is advantageous for static saliency estimation.",1
"Correlation filters have recently attracted attention in visual tracking due to their efficiency and high per- formance. However, their application to long-term tracking is somewhat limited since these trackers are not equipped with mechanisms to cope with challenging cases like partial occlusion, deformation or scale changes. In this paper, we propose a deformable part-based correlation filter tracking approach which depends on coupled interactions between a global filter and several part filters. Specifically, local filters provide an initial estimate, which is then used by the global filter as a reference to determine the final result. Then, the global filter provides a feedback to the part filters regarding their updates and the related deformation parameters. In this way, our proposed collaborative model handles not only partial occlusion but also scale changes. Experiments on two large public benchmark datasets demonstrate that our approach gives significantly better results compared with the state-of-the-art trackers.","Correlation filters, due to their efficiency and high performance, have recently gained attention in visual tracking. However, they are not suitable for long-term tracking, as they lack mechanisms to handle challenging cases such as partial occlusion, deformation or scale changes. To address this, we present a deformable part-based correlation filter tracking approach which relies on interactions between a global filter and several part filters. Local filters first provide an initial estimate which is used by the global filter to compute the final result. The global filter then provides feedback to the part filters on their updates and deformation parameters. This collaborative model is able to cope with both partial occlusion and scale changes. Experiments on two large public benchmark datasets show that our approach achieves significantly better results compared to the state-of-the-art trackers.",1
"Reconstructing high dynamic range (HDR) images of a complex scene involving moving objects and dynamic backgrounds is prone to artifacts. A large number of methods have been proposed that attempt to alleviate these artifacts, known as HDR deghosting algorithms. Currently, the quality of these algorithms are judged by subjective evaluations, which are tedious to conduct and get quickly outdated as new algorithms are proposed on a rapid basis. In this paper, we propose an objective metric which aims to simplify this process. Our metric takes a stack of input exposures and the deghosting result and produces a set of artifact maps for different types of artifacts. These artifact maps can be combined to yield a single quality score. We performed a subjective experiment involving 52 subjects and 16 different scenes to validate the agreement of our quality scores with subjective judgements and observed a concordance of almost 80%. Our metric also enables a novel application that we call as hybrid deghosting, in which the output of different deghosting algorithms are combined to obtain a superior deghosting result.","The reconstruction of HDR images of a complex scene with moving objects and dynamic backgrounds can cause artifacts. Numerous methods, known as HDR deghosting algorithms, have been developed to reduce these artifacts. Subjective evaluations are used to assess the quality of these algorithms, but this process is time-consuming and not up-to-date with newer algorithms. We present an objective metric that simplifies this process by creating artifact maps from input exposures and the deghosting result, which can be combined to form a single quality score. To validate our score's agreement with subjective judgements, we conducted a subjective experiment with 52 subjects and 16 scenes and obtained a concordance of nearly 80%. Our metric also enables a novel application, hybrid deghosting, which combines the output of multiple deghosting algorithms to create a better deghosting result.",1
