Text1,Text2,Similarity
"In the last few decades, significant achievements have been attained in predicting where humans look at images through different computational models. However, how to determine contributions of different visual features to overall saliency still remains an open problem. To overcome this issue, a recent class of models formulates saliency estimation as a supervised learning problem and accordingly apply machine learning techniques. In this paper, we also address this challenging problem and propose to use multiple kernel learning (MKL) to combine information coming from different feature dimensions and to perform integration at an intermediate level. Besides, we suggest to use responses of a recently proposed filterbank of object detectors, known as ObjectBank, as additional semantic high-level features. Here we show that our MKL-based framework together with the proposed object-specific features provide state-of-the-art performance as compared to SVM or AdaBoost-based saliency models. ","In recent years, predicting human visual attention in images has been achieved through computational models. However, how to measure the influence of various visual features on overall saliency is still unsolved. To tackle this, a recent type of models treats saliency estimation as a supervised learning task and applies machine learning methods. In this article, we use multiple kernel learning (MKL) to integrate data from multiple feature dimensions and conduct integration at an intermediate level. Moreover, we use responses of a recently developed ObjectBank filterbank of object detectors as extra semantic high-level features. Our MKL-based framework combined with the proposed object-specific features show superior performance compared to SVM or AdaBoost-based saliency models.",1
"In the last few decades, significant achievements have been attained in predicting where humans look at images through different computational models. However, how to determine contributions of different visual features to overall saliency still remains an open problem. To overcome this issue, a recent class of models formulates saliency estimation as a supervised learning problem and accordingly apply machine learning techniques. In this paper, we also address this challenging problem and propose to use multiple kernel learning (MKL) to combine information coming from different feature dimensions and to perform integration at an intermediate level. Besides, we suggest to use responses of a recently proposed filterbank of object detectors, known as ObjectBank, as additional semantic high-level features. Here we show that our MKL-based framework together with the proposed object-specific features provide state-of-the-art performance as compared to SVM or AdaBoost-based saliency models. ","Останніми роками прогнозування зорової уваги людини на зображеннях було досягнуто за допомогою обчислювальних моделей. Однак, як виміряти вплив різних візуальних особливостей на загальну помітність, досі не з’ясовано. Щоб вирішити цю проблему, останній тип моделей розглядає оцінку помітності як контрольоване навчальне завдання та застосовує методи машинного навчання. У цій статті ми використовуємо багатоядерне навчання (MKL) для інтеграції даних із кількох вимірів функцій та проведення інтеграції на середньому рівні. Крім того, ми використовуємо відповіді нещодавно розробленого банку фільтрів ObjectBank детекторів об’єктів як додаткові семантичні функції високого рівня. Наш фреймворк на основі MKL у поєднанні з пропонованими об’єктно-специфічними функціями показує кращу продуктивність порівняно з моделями помітності на основі SVM або AdaBoost.",1
"За останні кілька десятиліть було досягнуто значних досягнень у передбаченні того, де люди дивляться на зображення, за допомогою різних обчислювальних моделей. Проте, як визначити внесок різних візуальних особливостей у загальну помітність, все ще залишається відкритою проблемою. Щоб подолати цю проблему, останній клас моделей формулює оцінку помітності як проблему контрольованого навчання та відповідно застосовує методи машинного навчання. У цьому документі ми також розглядаємо цю складну проблему та пропонуємо використовувати багатоядерне навчання (MKL) для об’єднання інформації, що надходить з різних вимірів функцій, і для виконання інтеграції на середньому рівні. Крім того, ми пропонуємо використовувати відгуки нещодавно запропонованого банку фільтрів детекторів об’єктів, відомого як ObjectBank, як додаткові семантичні функції високого рівня. Тут ми показуємо, що наш фреймворк на основі MKL разом із пропонованими об’єктно-специфічними функціями забезпечує найсучаснішу продуктивність порівняно з моделями помітності на основі SVM або AdaBoost.","In recent years, predicting human visual attention in images has been achieved through computational models. However, how to measure the influence of various visual features on overall saliency is still unsolved. To tackle this, a recent type of models treats saliency estimation as a supervised learning task and applies machine learning methods. In this article, we use multiple kernel learning (MKL) to integrate data from multiple feature dimensions and conduct integration at an intermediate level. Moreover, we use responses of a recently developed ObjectBank filterbank of object detectors as extra semantic high-level features. Our MKL-based framework combined with the proposed object-specific features show superior performance compared to SVM or AdaBoost-based saliency models.",1
"За останні кілька десятиліть було досягнуто значних досягнень у передбаченні того, де люди дивляться на зображення, за допомогою різних обчислювальних моделей. Проте, як визначити внесок різних візуальних особливостей у загальну помітність, все ще залишається відкритою проблемою. Щоб подолати цю проблему, останній клас моделей формулює оцінку помітності як проблему контрольованого навчання та відповідно застосовує методи машинного навчання. У цьому документі ми також розглядаємо цю складну проблему та пропонуємо використовувати багатоядерне навчання (MKL) для об’єднання інформації, що надходить з різних вимірів функцій, і для виконання інтеграції на середньому рівні. Крім того, ми пропонуємо використовувати відгуки нещодавно запропонованого банку фільтрів детекторів об’єктів, відомого як ObjectBank, як додаткові семантичні функції високого рівня. Тут ми показуємо, що наш фреймворк на основі MKL разом із пропонованими об’єктно-специфічними функціями забезпечує найсучаснішу продуктивність порівняно з моделями помітності на основі SVM або AdaBoost.","Останніми роками прогнозування зорової уваги людини на зображеннях було досягнуто за допомогою обчислювальних моделей. Проте, як виміряти вплив різних візуальних особливостей на загальну помітність, досі не з’ясовано. Щоб вирішити цю проблему, останній тип моделей розглядає оцінку помітності як контрольоване навчальне завдання та застосовує методи машинного навчання. У цій статті ми використовуємо багатоядерне навчання (MKL) для інтеграції даних із кількох вимірів функцій та проведення інтеграції на середньому рівні. Крім того, ми використовуємо відповіді нещодавно розробленого банку фільтрів ObjectBank детекторів об’єктів як додаткові семантичні функції високого рівня. Наш фреймворк на основі MKL у поєднанні з пропонованими об’єктно-специфічними функціями показує кращу продуктивність порівняно з моделями помітності на основі SVM або AdaBoost.",1
"Abstract  To detect visually salient elements of complex natural scenes, computational bottom-up saliency models commonly examine several feature channels such as color and orientation in parallel. They compute a separate feature map for each channel and then linearly combine these maps to produce a master saliency map. However, only a few studies have investigated how different feature dimensions contribute to the overall visual saliency. We address this integration issue and propose to use covariance matrices of simple image features (known as region covariance descriptors in the computer vision community; Tuzel, Porikli, & Meer, 2006) as meta-features for saliency estimation. As low-dimensional representations of image patches, region covariances capture local image structures better than standard linear filters, but more importantly, they naturally provide nonlinear integration of different features by modeling their correlations. We also show that first-order statistics of features could be easily incorporated to the proposed approach to improve the performance. Our experimental evaluation on several benchmark data sets demonstrate that the proposed approach outperforms the state-of-art models on various tasks including prediction of human eye fixations, salient object detection, and image-retargeting.","Computational bottom-up saliency models usually process several feature channels, e.g. color and orientation, in parallel to detect salient elements of complex natural scenes. Maps for each feature are combined linearly to create a master saliency map; however, few studies have investigated the contribution of different feature dimensions to overall visual saliency. To address this integration issue, we propose using region covariance descriptors (Tuzel, Porikli, & Meer, 2006) as meta-features for saliency estimation. These low-dimensional representations capture local image structures better than linear filters and nonlinearly integrate different features by modeling their correlations. We also show that incorporating first-order statistics of features can further improve performance. Our experiments on several benchmark data sets show our approach outperforms state-of-the-art models for predicting human eye fixations, salient object detection, and image-retargeting.",1
"Abstract  To detect visually salient elements of complex natural scenes, computational bottom-up saliency models commonly examine several feature channels such as color and orientation in parallel. They compute a separate feature map for each channel and then linearly combine these maps to produce a master saliency map. However, only a few studies have investigated how different feature dimensions contribute to the overall visual saliency. We address this integration issue and propose to use covariance matrices of simple image features (known as region covariance descriptors in the computer vision community; Tuzel, Porikli, & Meer, 2006) as meta-features for saliency estimation. As low-dimensional representations of image patches, region covariances capture local image structures better than standard linear filters, but more importantly, they naturally provide nonlinear integration of different features by modeling their correlations. We also show that first-order statistics of features could be easily incorporated to the proposed approach to improve the performance. Our experimental evaluation on several benchmark data sets demonstrate that the proposed approach outperforms the state-of-art models on various tasks including prediction of human eye fixations, salient object detection, and image-retargeting.","Обчислювальні моделі помітності «знизу вгору» зазвичай обробляють кілька каналів ознак, наприклад колір і орієнтацію, паралельно для виявлення помітних елементів складних природних сцен. Карти для кожного об’єкта об’єднуються лінійно, щоб створити головну карту помітності; однак мало досліджень досліджували внесок різних вимірів ознак у загальну візуальну помітність. Щоб вирішити цю проблему інтеграції, ми пропонуємо використовувати дескриптори коваріації регіону (Tuzel, Porikli, &amp; Meer, 2006) як метафункції для оцінки помітності. Ці низьковимірні представлення фіксують локальні структури зображення краще, ніж лінійні фільтри, і нелінійно інтегрують різні функції, моделюючи їх кореляції. Ми також показуємо, що включення статистики функцій першого порядку може ще більше підвищити продуктивність. Наші експерименти на кількох контрольних наборах даних показують, що наш підхід перевершує найсучасніші моделі для прогнозування фіксації людського ока, виявлення помітних об’єктів і перенацілювання зображення.",1
"Анотація Щоб виявити візуально помітні елементи складних природних сцен, обчислювальні моделі помітності знизу вгору зазвичай досліджують кілька каналів ознак, таких як колір і орієнтація паралельно. Вони обчислюють окрему карту функцій для кожного каналу, а потім лінійно об’єднують ці карти, щоб отримати головну карту помітності. Однак лише кілька досліджень досліджували, як різні розміри функцій впливають на загальну візуальну помітність. Ми розглядаємо цю проблему інтеграції та пропонуємо використовувати коваріаційні матриці простих характеристик зображення (відомі як дескриптори коваріації регіонів у спільноті комп’ютерного зору; Tuzel, Porikli та Meer, 2006) як мета-ознаки для оцінки помітності. Будучи низьковимірними представленнями фрагментів зображення, коваріації регіонів фіксують локальні структури зображення краще, ніж стандартні лінійні фільтри, але, що більш важливо, вони природним чином забезпечують нелінійну інтеграцію різних функцій шляхом моделювання їхніх кореляцій. Ми також показуємо, що статистика функцій першого порядку може бути легко включена в запропонований підхід для покращення продуктивності. Наша експериментальна оцінка кількох еталонних наборів даних демонструє, що запропонований підхід перевершує сучасні моделі для різних завдань, включаючи прогнозування фіксації людського ока, виявлення помітних об’єктів і перенацілювання зображень.","Computational bottom-up saliency models usually process several feature channels, e.g. color and orientation, in parallel to detect salient elements of complex natural scenes. Maps for each feature are combined linearly to create a master saliency map; however, few studies have investigated the contribution of different feature dimensions to overall visual saliency. To address this integration issue, we propose using region covariance descriptors (Tuzel, Porikli, & Meer, 2006) as meta-features for saliency estimation. These low-dimensional representations capture local image structures better than linear filters and nonlinearly integrate different features by modeling their correlations. We also show that incorporating first-order statistics of features can further improve performance. Our experiments on several benchmark data sets show our approach outperforms state-of-the-art models for predicting human eye fixations, salient object detection, and image-retargeting.",1
"Анотація Щоб виявити візуально помітні елементи складних природних сцен, обчислювальні моделі помітності знизу вгору зазвичай досліджують кілька каналів ознак, таких як колір і орієнтація паралельно. Вони обчислюють окрему карту функцій для кожного каналу, а потім лінійно об’єднують ці карти, щоб отримати головну карту помітності. Однак лише кілька досліджень досліджували, як різні розміри функцій впливають на загальну візуальну помітність. Ми розглядаємо цю проблему інтеграції та пропонуємо використовувати коваріаційні матриці простих характеристик зображення (відомі як дескриптори коваріації регіонів у спільноті комп’ютерного зору; Tuzel, Porikli та Meer, 2006) як мета-ознаки для оцінки помітності. Будучи низьковимірними представленнями фрагментів зображення, коваріації регіонів фіксують локальні структури зображення краще, ніж стандартні лінійні фільтри, але, що більш важливо, вони природним чином забезпечують нелінійну інтеграцію різних функцій шляхом моделювання їхніх кореляцій. Ми також показуємо, що статистика функцій першого порядку може бути легко включена в запропонований підхід для покращення продуктивності. Наша експериментальна оцінка кількох еталонних наборів даних демонструє, що запропонований підхід перевершує сучасні моделі для різних завдань, включаючи прогнозування фіксації людського ока, виявлення помітних об’єктів і перенацілювання зображень.","Обчислювальні моделі помітності «знизу вгору» зазвичай обробляють кілька каналів ознак, наприклад колір і орієнтацію, паралельно для виявлення помітних елементів складних природних сцен. Карти для кожного об’єкта об’єднуються лінійно, щоб створити головну карту помітності; однак мало досліджень досліджували внесок різних вимірів ознак у загальну візуальну помітність. Щоб вирішити цю проблему інтеграції, ми пропонуємо використовувати дескриптори коваріації регіону (Tuzel, Porikli, &amp; Meer, 2006) як метафункції для оцінки помітності. Ці низьковимірні представлення фіксують локальні структури зображення краще, ніж лінійні фільтри, і нелінійно інтегрують різні функції, моделюючи їх кореляції. Ми також показуємо, що включення статистики функцій першого порядку може ще більше підвищити продуктивність. Наші експерименти на кількох контрольних наборах даних показують, що наш підхід перевершує найсучасніші моделі для прогнозування фіксації людського ока, виявлення помітних об’єктів і перенацілювання зображення.",1
"In daily life, humans demonstrate astounding ability to remember images they see on magazines, commercials, TV, the web and so on, but automatic prediction of intrinsic memorability of images using computer vision and machine learning techniques was not investigated until a few years ago. However, despite these recent advances, none of the available approaches makes use of any attentional mechanism, a fundamental aspect of human vision, which selects relevant image regions for higher-level processing. Our goal in this paper is to explore the role of visual attention in understanding memorability of images. In particular, we present an attention-driven spatial pooling strategy for image memorability and show that the regions estimated by bottom-up and object-level saliency maps are more effective in predicting memorability than considering a fixed spatial pyramid structure as in the previous studies.","Humans possess an impressive ability to recall images they observe in everyday life, yet the potential of automatic memorability prediction of images through computer vision and machine learning had not been explored until a few years ago. Despite the advancements, none of the existing methods use an attentional mechanism, a significant part of human vision, to select important image areas for more advanced processing. In this paper, we research the role of visual attention in understanding image memorability. Specifically, we present an attention-driven spatial pooling approach for image memorability and prove that the regions identified by bottom-up and object-level saliency maps are more efficient in predicting memorability than utilizing a fixed spatial pyramid structure, as in the previous studies.",1
"In daily life, humans demonstrate astounding ability to remember images they see on magazines, commercials, TV, the web and so on, but automatic prediction of intrinsic memorability of images using computer vision and machine learning techniques was not investigated until a few years ago. However, despite these recent advances, none of the available approaches makes use of any attentional mechanism, a fundamental aspect of human vision, which selects relevant image regions for higher-level processing. Our goal in this paper is to explore the role of visual attention in understanding memorability of images. In particular, we present an attention-driven spatial pooling strategy for image memorability and show that the regions estimated by bottom-up and object-level saliency maps are more effective in predicting memorability than considering a fixed spatial pyramid structure as in the previous studies.","Люди володіють вражаючою здатністю запам’ятовувати зображення, які вони спостерігають у повсякденному житті, але потенціал автоматичного прогнозування запам’ятовування зображень за допомогою комп’ютерного зору та машинного навчання не досліджувався кілька років тому. Незважаючи на досягнення, жоден із існуючих методів не використовує механізм уваги, значну частину людського зору, для вибору важливих областей зображення для більш розширеної обробки. У цій статті ми досліджуємо роль зорової уваги в розумінні запам’ятовуваності зображення. Зокрема, ми представляємо орієнтований на увагу підхід просторового об’єднання для запам’ятовування зображення та доводимо, що регіони, ідентифіковані за допомогою карт помітності знизу вгору та на рівні об’єктів, ефективніші для прогнозування запам’ятовування, ніж використання фіксованої просторової пірамідальної структури, як у попередніх дослідженнях.",1
"У повсякденному житті люди демонструють приголомшливу здатність запам’ятовувати зображення, які вони бачать у журналах, рекламі, на телебаченні, в Інтернеті тощо, але автоматичне передбачення внутрішньої запам’ятовуваності зображень за допомогою комп’ютерного зору та методів машинного навчання досліджувалося лише кілька років тому. Однак, незважаючи на ці нещодавні досягнення, жоден із доступних підходів не використовує жодного механізму уваги, фундаментального аспекту людського зору, який вибирає відповідні області зображення для обробки на вищому рівні. Наша мета в цій статті — дослідити роль візуальної уваги в розумінні запам’ятовуваності зображень. Зокрема, ми представляємо орієнтовану на увагу стратегію просторового об’єднання для запам’ятовуваності зображення та показуємо, що регіони, оцінені за допомогою карт помітності знизу вгору та на рівні об’єктів, є більш ефективними для прогнозування запам’ятовуваності, ніж розгляд фіксованої просторової пірамідальної структури, як у попередніх дослідженнях.","Humans possess an impressive ability to recall images they observe in everyday life, yet the potential of automatic memorability prediction of images through computer vision and machine learning had not been explored until a few years ago. Despite the advancements, none of the existing methods use an attentional mechanism, a significant part of human vision, to select important image areas for more advanced processing. In this paper, we research the role of visual attention in understanding image memorability. Specifically, we present an attention-driven spatial pooling approach for image memorability and prove that the regions identified by bottom-up and object-level saliency maps are more efficient in predicting memorability than utilizing a fixed spatial pyramid structure, as in the previous studies.",1
"У повсякденному житті люди демонструють приголомшливу здатність запам’ятовувати зображення, які вони бачать у журналах, рекламі, на телебаченні, в Інтернеті тощо, але автоматичне передбачення внутрішньої запам’ятовуваності зображень за допомогою комп’ютерного зору та методів машинного навчання досліджувалося лише кілька років тому. Однак, незважаючи на ці нещодавні досягнення, жоден із доступних підходів не використовує жодного механізму уваги, фундаментального аспекту людського зору, який вибирає відповідні області зображення для обробки на вищому рівні. Наша мета в цій статті — дослідити роль візуальної уваги в розумінні запам’ятовуваності зображень. Зокрема, ми представляємо орієнтовану на увагу стратегію просторового об’єднання для запам’ятовуваності зображення та показуємо, що регіони, оцінені за допомогою карт помітності знизу вгору та на рівні об’єктів, є більш ефективними для прогнозування запам’ятовуваності, ніж розгляд фіксованої просторової пірамідальної структури, як у попередніх дослідженнях.","Люди володіють вражаючою здатністю запам’ятовувати зображення, які вони спостерігають у повсякденному житті, але потенціал автоматичного прогнозування запам’ятовування зображень за допомогою комп’ютерного зору та машинного навчання не досліджувався кілька років тому. Незважаючи на досягнення, жоден із існуючих методів не використовує механізм уваги, значну частину людського зору, для вибору важливих областей зображення для більш розширеної обробки. У цій статті ми досліджуємо роль візуальної уваги в розумінні запам’ятовуваності зображення. Зокрема, ми представляємо орієнтований на увагу підхід просторового об’єднання для запам’ятовування зображення та доводимо, що регіони, ідентифіковані за допомогою карт помітності знизу вгору та на рівні об’єктів, ефективніші для прогнозування запам’ятовування, ніж використання фіксованої просторової пірамідальної структури, як у попередніх дослідженнях.",1
"In this paper, we address the issue of part-based tracking by proposing a new fragments-based tracker. The proposed tracker enhances the recently suggested FragTrack algorithm to employ an adaptive cue integration scheme. This is done by embedding the original tracker into a particle filter framework, asso- ciating a reliability value to each fragment that describes a different part of the target object and dynam- ically adjusting these reliabilities at each frame with respect to the current context. Particularly, the vote of each fragment contributes to the joint tracking result according to its reliability, and this allows us to achieve a better accuracy in handling partial occlusions and pose changes while preserving and even improving the efficiency of the original tracker. In order to demonstrate the performance and the effec- tiveness of the proposed algorithm we present qualitative and quantitative results on a number of chal- lenging video sequences","In this paper, we propose a new fragments-based tracker that addresses the issue of part-based tracking. This tracker, called FragTrack, is enhanced with an adaptive cue integration scheme embedded into a particle filter framework. Each fragment, which describes a different part of the target object, is associated with a reliability value that is dynamically adjusted in each frame with respect to the current context. Consequently, each fragment's vote contributes to the joint tracking result based on its reliability, thus improving accuracy in handling partial occlusions and pose changes while maintaining the efficiency of the original tracker. To illustrate the performance and effectiveness of the proposed algorithm, qualitative and quantitative results are presented on various challenging video sequences.",1
"In this paper, we address the issue of part-based tracking by proposing a new fragments-based tracker. The proposed tracker enhances the recently suggested FragTrack algorithm to employ an adaptive cue integration scheme. This is done by embedding the original tracker into a particle filter framework, asso- ciating a reliability value to each fragment that describes a different part of the target object and dynam- ically adjusting these reliabilities at each frame with respect to the current context. Particularly, the vote of each fragment contributes to the joint tracking result according to its reliability, and this allows us to achieve a better accuracy in handling partial occlusions and pose changes while preserving and even improving the efficiency of the original tracker. In order to demonstrate the performance and the effec- tiveness of the proposed algorithm we present qualitative and quantitative results on a number of chal- lenging video sequences","У цьому документі ми пропонуємо новий трекер на основі фрагментів, який вирішує проблему відстеження на основі частин. Цей трекер, який називається FragTrack, удосконалено схемою адаптивної інтеграції підказок, вбудованою в структуру фільтра частинок. Кожен фрагмент, який описує іншу частину цільового об’єкта, пов’язаний зі значенням надійності, яке динамічно коригується в кожному кадрі щодо поточного контексту. Отже, голосування кожного фрагмента сприяє спільному результату відстеження на основі його надійності, таким чином покращуючи точність у обробці часткових оклюзій і змін пози, зберігаючи при цьому ефективність оригінального трекера. Щоб проілюструвати продуктивність і ефективність запропонованого алгоритму, якісні та кількісні результати представлені на різних складних відеопослідовностях.",1
"У цій статті ми розглядаємо питання відстеження на основі частин, пропонуючи новий трекер на основі фрагментів. Запропонований трекер покращує нещодавно запропонований алгоритм FragTrack для використання адаптивної схеми інтеграції сигналів. Це робиться шляхом вбудовування оригінального трекера в структуру фільтра частинок, пов’язування значення надійності з кожним фрагментом, який описує іншу частину цільового об’єкта, і динамічного коригування цих надійностей у кожному кадрі відповідно до поточного контексту. Зокрема, голосування кожного фрагмента вносить свій внесок у результат спільного відстеження відповідно до його надійності, і це дозволяє нам досягти кращої точності в обробці часткових оклюзій і змін пози, зберігаючи та навіть покращуючи ефективність оригінального трекера. Щоб продемонструвати продуктивність та ефективність запропонованого алгоритму, ми представляємо якісні та кількісні результати на низці складних відеопослідовностей","In this paper, we propose a new fragments-based tracker that addresses the issue of part-based tracking. This tracker, called FragTrack, is enhanced with an adaptive cue integration scheme embedded into a particle filter framework. Each fragment, which describes a different part of the target object, is associated with a reliability value that is dynamically adjusted in each frame with respect to the current context. Consequently, each fragment's vote contributes to the joint tracking result based on its reliability, thus improving accuracy in handling partial occlusions and pose changes while maintaining the efficiency of the original tracker. To illustrate the performance and effectiveness of the proposed algorithm, qualitative and quantitative results are presented on various challenging video sequences.",1
"У цій статті ми розглядаємо питання відстеження на основі частин, пропонуючи новий трекер на основі фрагментів. Запропонований трекер покращує нещодавно запропонований алгоритм FragTrack для використання адаптивної схеми інтеграції сигналів. Це робиться шляхом вбудовування оригінального трекера в структуру фільтра частинок, пов’язування значення надійності з кожним фрагментом, який описує іншу частину цільового об’єкта, і динамічного коригування цих надійностей у кожному кадрі відповідно до поточного контексту. Зокрема, голосування кожного фрагмента вносить свій внесок у результат спільного відстеження відповідно до його надійності, і це дозволяє нам досягти кращої точності в обробці часткових оклюзій і змін пози, зберігаючи та навіть покращуючи ефективність оригінального трекера. Щоб продемонструвати продуктивність та ефективність запропонованого алгоритму, ми представляємо якісні та кількісні результати на низці складних відеопослідовностей","У цьому документі ми пропонуємо новий трекер на основі фрагментів, який вирішує проблему відстеження на основі частин. Цей трекер, який називається FragTrack, удосконалено схемою адаптивної інтеграції підказок, вбудованою в структуру фільтра частинок. Кожен фрагмент, який описує іншу частину цільового об’єкта, пов’язаний зі значенням надійності, яке динамічно коригується в кожному кадрі щодо поточного контексту. Отже, голосування кожного фрагмента сприяє спільному результату відстеження на основі його надійності, таким чином покращуючи точність у обробці часткових оклюзій і змін пози, зберігаючи при цьому ефективність оригінального трекера. Щоб проілюструвати продуктивність і ефективність запропонованого алгоритму, якісні та кількісні результати представлені на різних складних відеопослідовностях.",1
"Many researchers argue that fusing multiple cues increases the reliability and robustness of visual tracking. However, how the multi-cue integration is realized during tracking is still an open issue. In this work, we present a novel data fusion approach for multi-cue tracking using particle filter. Our method differs from previous approaches in a number of ways. First, we carry out the integration of cues both in making predictions about the target object and in verifying them through observations. Our second and more significant contribution is that both stages of integration directly depend on the dynamically changing reliabilities of visual cues. These two aspects of our method allow the tracker to easily adapt itself to the changes in the context, and accordingly improve the tracking accuracy by resolving the ambiguities","Many researchers believe combining multiple cues boosts reliability and robustness of visual tracking; yet, how this integration is realized during tracking is still unknown. In this work, we propose a new data fusion approach for multi-cue tracking using particle filter. It differs from previous approaches in two ways. First, integration of cues is used to make predictions and verify observations. Second, and more importantly, both integration stages depend on dynamically changing reliabilities of visual cues. These two aspects of our method allow the tracker to adjust to context changes, thus improving tracking accuracy by resolving ambiguities.",1
